AnimalID,features_values_dog,gp1,gp2
A718205,Dachshund/Chihuahua Shorthair,Toy,Hound
A693750,Chihuahua Shorthair Mix,Mix,Toy
A626809,Cavalier Span Mix,Unknown,Mix
A709755,Great Dane Mix,Mix,Working
A647148,Chihuahua Shorthair Mix,Mix,Toy
A500862,Silky Terrier Mix,Mix,Toy
A683314,Pit Bull Mix,Mix,Pit Bull
A702867,Miniature Poodle Mix,Non-Sporting,Mix
A666928,Miniature Schnauzer/Miniature Poodle,Non-Sporting,Terrier
A717917,Labrador Retriever Mix,Mix,Sporting
A698667,Pit Bull Mix,Mix,Pit Bull
A709188,Pit Bull Mix,Mix,Pit Bull
A708712,Labrador Retriever Mix,Mix,Sporting
A695337,Labrador Retriever Mix,Mix,Sporting
A719913,Australian Shepherd Mix,Mix,Herding
A693325,Australian Shepherd/Boxer,Herding,Working
A682968,Dachshund Mix,Mix,Hound
A649300,Staffordshire Mix,Mix,Terrier
A682550,Labrador Retriever Mix,Mix,Sporting
A700196,Pit Bull Mix,Mix,Pit Bull
A663177,American Bulldog Mix,Non-Sporting,Mix
A716904,Pit Bull Mix,Mix,Pit Bull
A673537,Pit Bull Mix,Mix,Pit Bull
A688291,Chihuahua Shorthair Mix,Mix,Toy
A674134,Shih Tzu Mix,Mix,Toy
A643991,Dachshund Mix,Mix,Hound
A697056,Pekingese,Toy,Toy
A717255,Border Collie Mix,Mix,Herding
A671770,Border Terrier/Soft Coated Wheaten Terrier,Unknown,Terrier
A684070,Maltese Mix,Mix,Toy
A663281,Siberian Husky Mix,Mix,Working
A671553,Flat Coat Retriever Mix,Mix,Sporting
A694279,Boxer Mix,Mix,Working
A675620,Golden Retriever/Chow Chow,Non-Sporting,Sporting
A704783,Chow Chow Mix,Non-Sporting,Mix
A708329,Australian Cattle Dog Mix,Mix,Herding
A711570,American Bulldog/Great Pyrenees,Non-Sporting,Working
A622128,Boxer Mix,Mix,Working
A692140,Border Terrier Mix,Mix,Terrier
A691204,American Bulldog Mix,Non-Sporting,Mix
A695904,Border Collie Mix,Mix,Herding
A693058,Cairn Terrier Mix,Mix,Terrier
A679529,American Staffordshire Terrier Mix,Mix,Terrier
A706744,Chihuahua Shorthair Mix,Mix,Toy
A670301,Labrador Retriever Mix,Mix,Sporting
A679880,Boxer Mix,Mix,Working
A685783,Chihuahua Shorthair,Toy,Toy
A720661,Labrador Retriever Mix,Mix,Sporting
A719782,Border Collie,Herding,Herding
A671491,Golden Retriever,Sporting,Sporting
A696757,Miniature Poodle Mix,Non-Sporting,Mix
A659526,Catahoula/Bulldog,Non-Sporting,Herding
A670484,Anatol Shepherd Mix,Mix,Herding
A643742,St. Bernard Rough Coat/Labrador Retriever,Sporting,Working
A660791,Siberian Husky Mix,Mix,Working
A694505,Boxer,Working,Working
A693195,Miniature Poodle Mix,Non-Sporting,Mix
A693623,Staffordshire Mix,Mix,Terrier
A675935,Boxer Mix,Mix,Working
A693434,Australian Kelpie Mix,Mix,Working
A618412,Chihuahua Shorthair Mix,Mix,Toy
A678636,German Shepherd Mix,Mix,Herding
A714295,Rat Terrier Mix,Mix,Terrier
A698326,German Shepherd Mix,Mix,Herding
A672545,Chihuahua Shorthair Mix,Mix,Toy
A672435,Labrador Retriever/Staffordshire,Sporting,Terrier
A690751,Bruss Griffon Mix,Unknown,Mix
A689099,Boxer Mix,Mix,Working
A700423,Boxer,Working,Working
A689441,Doberman Pinsch Mix,Mix,Working
A671231,Dachshund/Harrier,Hound,Hound
A702784,Chihuahua Longhair Mix,Mix,Toy
A682193,German Shepherd,Herding,Herding
A696163,Chihuahua Shorthair Mix,Mix,Toy
A697092,Labrador Retriever Mix,Mix,Sporting
A694902,Pit Bull Mix,Mix,Pit Bull
A694578,Chow Chow Mix,Non-Sporting,Mix
A684400,Doberman Pinsch,Working,Working
A666050,Australian Cattle Dog Mix,Mix,Herding
A692603,Pit Bull Mix,Mix,Pit Bull
A586665,Pit Bull Mix,Mix,Pit Bull
A706374,Australian Cattle Dog/American Foxhound,Herding,Hound
A618771,Cavalier Span Mix,Unknown,Mix
A691385,Border Collie Mix,Mix,Herding
A702886,Labrador Retriever Mix,Mix,Sporting
A681642,Chihuahua Shorthair Mix,Mix,Toy
A667188,Labrador Retriever/Chow Chow,Non-Sporting,Sporting
A669871,Irish Wolfhound Mix,Mix,Hound
A694357,Pit Bull Mix,Mix,Pit Bull
A720295,German Shepherd Mix,Mix,Herding
A679396,Pit Bull Mix,Mix,Pit Bull
A664889,Dachshund Mix,Mix,Hound
A714661,Jack Russell Terrier/Papillon,Unknown,Toy
A673525,Labrador Retriever Mix,Mix,Sporting
A704518,Chihuahua Shorthair Mix,Mix,Toy
A685113,Chihuahua Shorthair Mix,Mix,Toy
A703156,Labrador Retriever Mix,Mix,Sporting
A660623,Beagle Mix,Mix,Hound
A705905,Boxer/Great Dane,Working,Working
A719423,Dachshund Mix,Mix,Hound
A662734,Pit Bull Mix,Mix,Pit Bull
A688778,Australian Cattle Dog Mix,Mix,Herding
A699978,Shih Tzu Mix,Mix,Toy
A666722,Soft Coated Wheaten Terrier/Yorkshire Terrier,Unknown,Toy
A713844,Pit Bull Mix,Mix,Pit Bull
A705114,German Shepherd Mix,Mix,Herding
A719454,Shih Tzu,Toy,Toy
A680088,Vizsla Mix,Mix,Sporting
A565044,Boxer Mix,Mix,Working
A680965,Chihuahua Shorthair Mix,Mix,Toy
A699550,Rottweiler,Working,Working
A699496,Manchester Terrier Mix,Mix,Terrier
A701873,Chihuahua Shorthair Mix,Mix,Toy
A700973,Pit Bull Mix,Mix,Pit Bull
A702481,Australian Shepherd Mix,Mix,Herding
A673256,Chihuahua Shorthair/Pug,Toy,Toy
A701345,Labrador Retriever Mix,Mix,Sporting
A700373,Saluki,Hound,Hound
A677004,Chihuahua Shorthair Mix,Mix,Toy
A665357,Redbone Hound/Labrador Retriever,Sporting,Hound
A668752,Cairn Terrier Mix,Mix,Terrier
A710503,Rat Terrier/Boston Terrier,Non-Sporting,Terrier
A678985,Labrador Retriever/Pit Bull,Sporting,Pit Bull
A689369,Pit Bull Mix,Mix,Pit Bull
A686733,Bulldog Mix,Non-Sporting,Mix
A696767,Cocker Spaniel Mix,Mix,Sporting
A692904,Beagle/Chihuahua Shorthair,Toy,Hound
A717824,Miniature Poodle Mix,Non-Sporting,Mix
A427100,Cardigan Welsh Corgi Mix,Mix,Herding
A693698,English Shepherd Mix,Mix,Herding
A688820,Australian Cattle Dog Mix,Mix,Herding
A665012,Pit Bull Mix,Mix,Pit Bull
A693722,Pit Bull Mix,Mix,Pit Bull
A691913,Australian Cattle Dog Mix,Mix,Herding
A668137,German Shepherd Mix,Mix,Herding
A676204,Labrador Retriever Mix,Mix,Sporting
A535375,Boxer,Working,Working
A677102,Pit Bull Mix,Mix,Pit Bull
A679346,Pit Bull Mix,Mix,Pit Bull
A699323,Labrador Retriever Mix,Mix,Sporting
A712346,Siberian Husky/German Shepherd,Herding,Working
A710051,Pit Bull Mix,Mix,Pit Bull
A718615,Chihuahua Shorthair Mix,Mix,Toy
A696498,Pointer/Australian Cattle Dog,Sporting,Herding
A713707,Beagle Mix,Mix,Hound
A689786,Pit Bull Mix,Mix,Pit Bull
A720437,Bullmastiff,Working,Working
A688534,German Shepherd Mix,Mix,Herding
A679805,Pug Mix,Mix,Toy
A700101,Labrador Retriever Mix,Mix,Sporting
A718678,Chihuahua Shorthair Mix,Mix,Toy
A715793,Carolina Dog Mix,Unknown,Mix
A673340,Chihuahua Shorthair Mix,Mix,Toy
A702453,Australian Cattle Dog Mix,Mix,Herding
A664188,Pit Bull Mix,Mix,Pit Bull
A716644,St. Bernard Smooth Coat Mix,Mix,Working
A692429,Labrador Retriever Mix,Mix,Sporting
A682572,Great Pyrenees Mix,Mix,Working
A673369,Yorkshire Terrier/Parson Russell Terrier,Toy,Terrier
A704357,Beagle Mix,Mix,Hound
A714776,Chihuahua Shorthair Mix,Mix,Toy
A650431,Pit Bull Mix,Mix,Pit Bull
A676294,Chihuahua Shorthair,Toy,Toy
A696842,German Shepherd Mix,Mix,Herding
A674039,American Pit Bull Terrier Mix,Unknown,Mix
A705760,Pit Bull Mix,Mix,Pit Bull
A670921,Chihuahua Longhair/Cairn Terrier,Toy,Terrier
A683885,Labrador Retriever Mix,Mix,Sporting
A692910,Beagle/Boxer,Hound,Working
A672393,Miniature Schnauzer/Chihuahua Shorthair,Toy,Terrier
A671071,Shih Tzu,Toy,Toy
A713715,Dachshund Wirehair/Miniature Poodle,Non-Sporting,Hound
A702548,Chihuahua Shorthair Mix,Mix,Toy
A661782,Chihuahua Shorthair Mix,Mix,Toy
A673895,Chihuahua Shorthair/Pomeranian,Toy,Toy
A704981,Australian Cattle Dog Mix,Mix,Herding
A719933,Beagle,Hound,Hound
A703238,Labrador Retriever Mix,Mix,Sporting
A684919,Pit Bull/German Shepherd,Pit Bull,Herding
A716803,Great Pyrenees Mix,Mix,Working
A669145,Chihuahua Longhair Mix,Mix,Toy
A668662,Dachshund/Chihuahua Shorthair,Toy,Hound
A603534,Labrador Retriever Mix,Mix,Sporting
A695341,Jack Russell Terrier/Chihuahua Shorthair,Unknown,Toy
A578318,German Shepherd Mix,Mix,Herding
A683108,Australian Cattle Dog/Akita,Herding,Working
A683401,Great Pyrenees Mix,Mix,Working
A698758,Labrador Retriever/Border Collie,Sporting,Herding
A664033,German Shepherd Mix,Mix,Herding
A701438,Chihuahua Shorthair Mix,Mix,Toy
A686334,Pit Bull Mix,Mix,Pit Bull
A703629,Labrador Retriever Mix,Mix,Sporting
A720536,Bichon Frise Mix,Unknown,Mix
A688517,Labrador Retriever Mix,Mix,Sporting
A693795,Collie Smooth/Labrador Retriever,Herding,Sporting
A711425,Shiba Inu,Non-Sporting,Non-Sporting
A706979,American Bulldog/Mastiff,Non-Sporting,Working
A622978,Pit Bull Mix,Mix,Pit Bull
A685596,Pit Bull Mix,Mix,Pit Bull
A705275,German Shepherd,Herding,Herding
A696203,Yorkshire Terrier/Cairn Terrier,Toy,Terrier
A690352,Labrador Retriever Mix,Mix,Sporting
A717313,Pharaoh Hound/Border Collie,Herding,Hound
A666430,Beagle Mix,Mix,Hound
A669177,Labrador Retriever/Staffordshire,Sporting,Terrier
A695569,Pit Bull Mix,Mix,Pit Bull
A715676,Boxer Mix,Mix,Working
A714139,Standard Schnauzer Mix,Mix,Working
A719621,Pit Bull Mix,Mix,Pit Bull
A672507,Pomeranian Mix,Mix,Toy
A707937,Chihuahua Shorthair Mix,Mix,Toy
A611075,Anatol Shepherd/Great Pyrenees,Mix,Herding
A704181,Chow Chow/Pit Bull,Non-Sporting,Pit Bull
A668442,Vizsla Mix,Mix,Sporting
A710021,Chihuahua Shorthair Mix,Mix,Toy
A687587,Miniature Schnauzer Mix,Mix,Terrier
A719204,Plott Hound Mix,Mix,Hound
A700394,Plott Hound/Pit Bull,Pit Bull,Hound
A648915,Chihuahua Shorthair Mix,Mix,Toy
A650205,Beagle/Queensland Heeler,Herding,Hound
A696765,Chihuahua Shorthair Mix,Mix,Toy
A666938,Pit Bull Mix,Mix,Pit Bull
A677147,Beagle Mix,Mix,Hound
A673341,Bruss Griffon Mix,Unknown,Mix
A655501,Pit Bull Mix,Mix,Pit Bull
A695500,Pug/Beagle,Hound,Toy
A665855,Pit Bull Mix,Mix,Pit Bull
A703202,Brittany Mix,Mix,Sporting
A709595,Labrador Retriever Mix,Mix,Sporting
A707394,Border Collie/Great Pyrenees,Herding,Working
A699548,Pit Bull/Basset Hound,Pit Bull,Hound
A697606,Australian Cattle Dog,Herding,Herding
A665710,Cairn Terrier Mix,Mix,Terrier
A664300,Anatol Shepherd/Great Pyrenees,Mix,Herding
A714806,Labrador Retriever Mix,Mix,Sporting
A706947,Miniature Schnauzer Mix,Mix,Terrier
A668083,Shih Tzu,Toy,Toy
A664432,Miniature Poodle Mix,Non-Sporting,Mix
A720289,Labrador Retriever Mix,Mix,Sporting
A717602,Yorkshire Terrier Mix,Mix,Toy
A701359,English Bulldog Mix,Non-Sporting,Mix
A667996,Labrador Retriever,Sporting,Sporting
A679580,Pug/Chihuahua Shorthair,Toy,Toy
A674775,Chihuahua Shorthair Mix,Mix,Toy
A720090,Labrador Retriever Mix,Mix,Sporting
A710360,Jack Russell Terrier Mix,Unknown,Mix
A678564,Great Pyrenees,Working,Working
A713999,Pit Bull Mix,Mix,Pit Bull
A715152,Chihuahua Shorthair Mix,Mix,Toy
A695951,Pit Bull Mix,Mix,Pit Bull
A673623,Chihuahua Shorthair Mix,Mix,Toy
A713654,Pit Bull Mix,Mix,Pit Bull
A718225,German Shepherd Mix,Mix,Herding
A699171,English Coonhound Mix,Mix,Hound
A686607,Australian Shepherd Mix,Mix,Herding
A683773,Rat Terrier Mix,Mix,Terrier
A671731,Cairn Terrier Mix,Mix,Terrier
A698493,Pit Bull Mix,Mix,Pit Bull
A673778,Yorkshire Terrier/Miniature Poodle,Non-Sporting,Toy
A683616,Chihuahua Shorthair/Border Terrier,Toy,Terrier
A678735,Chihuahua Shorthair/Jack Russell Terrier,Unknown,Toy
A638296,Labrador Retriever Mix,Mix,Sporting
A684583,Labrador Retriever/Newfoundland,Sporting,Working
A684555,Miniature Poodle Mix,Non-Sporting,Mix
A664934,Parson Russell Terrier Mix,Mix,Terrier
A696534,Australian Cattle Dog Mix,Mix,Herding
A710251,Rottweiler Mix,Mix,Working
A685785,Cardigan Welsh Corgi Mix,Mix,Herding
A695791,Labrador Retriever Mix,Mix,Sporting
A702519,Pit Bull Mix,Mix,Pit Bull
A671686,German Shepherd,Herding,Herding
A717366,Border Terrier Mix,Mix,Terrier
A696883,Toy Fox Terrier Mix,Mix,Toy
A675074,Chow Chow/Labrador Retriever,Non-Sporting,Sporting
A685231,Labrador Retriever Mix,Mix,Sporting
A661042,German Pinscher/Whippet,Hound,Working
A640955,Chihuahua Shorthair Mix,Mix,Toy
A709294,Siberian Husky Mix,Mix,Working
A695932,Black Mouth Cur Mix,Mix,Herding
A709461,Chihuahua Shorthair Mix,Mix,Toy
A699048,Chihuahua Shorthair Mix,Mix,Toy
A719643,Chihuahua Shorthair Mix,Mix,Toy
A664497,Rat Terrier/Australian Cattle Dog,Herding,Terrier
A677882,Chihuahua Shorthair Mix,Mix,Toy
A677247,German Shepherd Mix,Mix,Herding
A562220,Bulldog/Pit Bull,Non-Sporting,Pit Bull
A430366,Labrador Retriever Mix,Mix,Sporting
A709472,Whippet Mix,Mix,Hound
A696162,Yorkshire Terrier Mix,Mix,Toy
A695598,Chihuahua Shorthair Mix,Mix,Toy
A719644,Manchester Terrier Mix,Mix,Terrier
A669765,Labrador Retriever Mix,Mix,Sporting
A700767,Labrador Retriever/Plott Hound,Sporting,Hound
A689009,Pit Bull Mix,Mix,Pit Bull
A689858,Labrador Retriever/Pit Bull,Sporting,Pit Bull
A552796,Pit Bull Mix,Mix,Pit Bull
A700429,Chihuahua Shorthair,Toy,Toy
A698781,Labrador Retriever Mix,Mix,Sporting
A609632,Rottweiler Mix,Mix,Working
A670092,Chihuahua Shorthair Mix,Mix,Toy
A703662,Pit Bull Mix,Mix,Pit Bull
A696569,Bichon Frise,Unknown,Unknown
A696510,Port Water Dog Mix,Unknown,Mix
A703764,Border Collie Mix,Mix,Herding
A712921,Labrador Retriever Mix,Mix,Sporting
A651818,Australian Cattle Dog Mix,Mix,Herding
A697762,Boxer Mix,Mix,Working
A628086,Pit Bull Mix,Mix,Pit Bull
A709204,Dachshund/Beagle,Hound,Hound
A663511,American Bulldog/Pit Bull,Non-Sporting,Pit Bull
A702578,Australian Cattle Dog Mix,Mix,Herding
A590330,Australian Cattle Dog Mix,Mix,Herding
A666413,Cairn Terrier/Chihuahua Shorthair,Toy,Terrier
A684351,Blue Lacy/Labrador Retriever,Herding,Sporting
A685690,Jack Russell Terrier Mix,Unknown,Mix
A673809,Great Pyrenees Mix,Mix,Working
A690169,Labrador Retriever Mix,Mix,Sporting
A578954,Parson Russell Terrier Mix,Mix,Terrier
A705051,Cocker Spaniel Mix,Mix,Sporting
A718202,Pug Mix,Mix,Toy
A679025,Labrador Retriever Mix,Mix,Sporting
A717469,Mastiff/Chinese Sharpei,Non-Sporting,Working
A664714,Pit Bull Mix,Mix,Pit Bull
A662512,Labrador Retriever/Chinese Sharpei,Non-Sporting,Sporting
A667930,German Shepherd/Mastiff,Herding,Working
A694759,Treeing Cur Mix,Unknown,Mix
A691306,Pit Bull Mix,Mix,Pit Bull
A696100,Dachshund Mix,Mix,Hound
A697480,Pit Bull Mix,Mix,Pit Bull
A710771,Chihuahua Shorthair Mix,Mix,Toy
A692985,Labrador Retriever Mix,Mix,Sporting
A711742,Rottweiler Mix,Mix,Working
A696738,Pit Bull Mix,Mix,Pit Bull
A641215,Pit Bull Mix,Mix,Pit Bull
A702187,Chihuahua Shorthair Mix,Mix,Toy
A668629,Chihuahua Longhair Mix,Mix,Toy
A666955,Labrador Retriever Mix,Mix,Sporting
A691408,Pit Bull Mix,Mix,Pit Bull
A706414,Boxer/Labrador Retriever,Sporting,Working
A666400,Miniature Pinscher,Toy,Toy
A683319,Chihuahua Shorthair Mix,Mix,Toy
A697104,Chihuahua Shorthair Mix,Mix,Toy
A669562,Cairn Terrier Mix,Mix,Terrier
A681417,Miniature Schnauzer Mix,Mix,Terrier
A705481,Siberian Husky Mix,Mix,Working
A666646,Labrador Retriever Mix,Mix,Sporting
A688107,Labrador Retriever Mix,Mix,Sporting
A521865,Pit Bull Mix,Mix,Pit Bull
A664481,Dachshund Wirehair/Border Terrier,Hound,Terrier
A433746,Australian Shepherd Mix,Mix,Herding
A670400,Labrador Retriever Mix,Mix,Sporting
A572003,Harrier/Catahoula,Herding,Hound
A702105,Rat Terrier Mix,Mix,Terrier
A708040,Labrador Retriever Mix,Mix,Sporting
A689180,Golden Retriever Mix,Mix,Sporting
A664997,Australian Cattle Dog Mix,Mix,Herding
A693894,Chihuahua Longhair Mix,Mix,Toy
A705625,Pit Bull Mix,Mix,Pit Bull
A685771,Labrador Retriever Mix,Mix,Sporting
A675884,Beagle Mix,Mix,Hound
A670485,Anatol Shepherd Mix,Mix,Herding
A698270,Pit Bull Mix,Mix,Pit Bull
A666110,Staffordshire Mix,Mix,Terrier
A673069,Pit Bull Mix,Mix,Pit Bull
A700169,Jack Russell Terrier Mix,Unknown,Mix
A680030,Pit Bull Mix,Mix,Pit Bull
A714584,Pbgv Mix,Unknown,Mix
A711555,Chihuahua Shorthair,Toy,Toy
A716753,Landseer Mix,Unknown,Mix
A615843,Rat Terrier/Queensland Heeler,Herding,Terrier
A703302,Papillon Mix,Mix,Toy
A696755,Pit Bull Mix,Mix,Pit Bull
A671729,Beagle/Cavalier Span,Unknown,Hound
A686316,Pomeranian Mix,Mix,Toy
A664616,Chihuahua Shorthair Mix,Mix,Toy
A569218,Labrador Retriever Mix,Mix,Sporting
A694366,Labrador Retriever/Australian Cattle Dog,Sporting,Herding
A670906,Australian Shepherd/Labrador Retriever,Herding,Sporting
A602764,Pit Bull Mix,Mix,Pit Bull
A685521,Australian Cattle Dog Mix,Mix,Herding
A708531,Pit Bull Mix,Mix,Pit Bull
A718006,Miniature Poodle Mix,Non-Sporting,Mix
A692605,Labrador Retriever Mix,Mix,Sporting
A704776,Chihuahua Shorthair Mix,Mix,Toy
A669641,Australian Kelpie Mix,Mix,Working
A706256,German Shepherd Mix,Mix,Herding
A671715,Pit Bull Mix,Mix,Pit Bull
A716590,Pharaoh Hound Mix,Mix,Hound
A681149,Dachshund Mix,Mix,Hound
A703933,German Shepherd Mix,Mix,Herding
A714037,Chihuahua Shorthair Mix,Mix,Toy
A677266,Brittany/Chihuahua Shorthair,Sporting,Toy
A699050,Shih Tzu,Toy,Toy
A650282,Australian Kelpie/American Pit Bull Terrier,Unknown,Working
A688350,Chihuahua Shorthair Mix,Mix,Toy
A699910,German Shepherd Mix,Mix,Herding
A679105,Pit Bull Mix,Mix,Pit Bull
A713389,Manchester Terrier Mix,Mix,Terrier
A689260,Shetland Sheepdog Mix,Mix,Herding
A687239,Plott Hound Mix,Mix,Hound
A712665,Pit Bull Mix,Mix,Pit Bull
A674344,Bruss Griffon/Chihuahua Shorthair,Unknown,Toy
A701318,Pug,Toy,Toy
A640624,Australian Cattle Dog,Herding,Herding
A666371,Border Collie/Great Pyrenees,Herding,Working
A690070,Australian Cattle Dog Mix,Mix,Herding
A668905,Boxer Mix,Mix,Working
A694453,German Shepherd Mix,Mix,Herding
A713041,Labrador Retriever Mix,Mix,Sporting
A717765,Chihuahua Shorthair Mix,Mix,Toy
A677115,Australian Cattle Dog,Herding,Herding
A664280,Miniature Poodle Mix,Non-Sporting,Mix
A688252,Pointer/Labrador Retriever,Sporting,Sporting
A604775,Dachshund Mix,Mix,Hound
A697243,Pit Bull Mix,Mix,Pit Bull
A665922,Dachshund/Chihuahua Shorthair,Toy,Hound
A622803,Border Terrier Mix,Mix,Terrier
A699352,Miniature Poodle Mix,Non-Sporting,Mix
A675427,Pug Mix,Mix,Toy
A692190,Dachshund Longhair Mix,Mix,Hound
A681880,Cairn Terrier/Chihuahua Shorthair,Toy,Terrier
A718752,Plott Hound Mix,Mix,Hound
A686084,Siberian Husky Mix,Mix,Working
A679868,Boxer Mix,Mix,Working
A710384,Border Collie Mix,Mix,Herding
A710309,Dalmatian Mix,Non-Sporting,Mix
A679090,Dogue De Bordeaux Mix,Mix,Working
A708453,German Shepherd,Herding,Herding
A694242,Dachshund Mix,Mix,Hound
A699648,Chihuahua Shorthair Mix,Mix,Toy
A677140,Labrador Retriever Mix,Mix,Sporting
A703237,Cairn Terrier Mix,Mix,Terrier
A693703,Chihuahua Shorthair Mix,Mix,Toy
A673130,Maltese,Toy,Toy
A716786,Chihuahua Shorthair Mix,Mix,Toy
A697759,Chihuahua Shorthair Mix,Mix,Toy
A667041,Carolina Dog Mix,Unknown,Mix
A673541,Labrador Retriever Mix,Mix,Sporting
A605623,Rottweiler Mix,Mix,Working
A697166,Labrador Retriever/Anatol Shepherd,Mix,Sporting
A662180,Pit Bull Mix,Mix,Pit Bull
A711966,Blue Lacy Mix,Mix,Herding
A718900,Labrador Retriever Mix,Mix,Sporting
A687160,Chihuahua Shorthair Mix,Mix,Toy
A699953,Labrador Retriever Mix,Mix,Sporting
A696201,Pit Bull Mix,Mix,Pit Bull
A713034,Chihuahua Shorthair/Dachshund,Hound,Toy
A593109,Pit Bull Mix,Mix,Pit Bull
A684627,German Shepherd Mix,Mix,Herding
A643090,Boxer/Jack Russell Terrier,Unknown,Working
A682099,Maltese Mix,Mix,Toy
A702303,Chihuahua Shorthair Mix,Mix,Toy
A688384,Pit Bull Mix,Mix,Pit Bull
A666899,American Pit Bull Terrier Mix,Unknown,Mix
A673297,Maltese,Toy,Toy
A674462,Pit Bull Mix,Mix,Pit Bull
A720656,Miniature Poodle,Non-Sporting,Non-Sporting
A719402,Pit Bull Mix,Mix,Pit Bull
A676526,Australian Cattle Dog Mix,Mix,Herding
A667073,Australian Shepherd/Australian Cattle Dog,Herding,Herding
A695846,Staffordshire Mix,Mix,Terrier
A713729,Chihuahua Shorthair Mix,Mix,Toy
A653750,Siberian Husky Mix,Mix,Working
A680424,Chihuahua Shorthair Mix,Mix,Toy
A678168,Pointer Mix,Mix,Sporting
A718740,Australian Cattle Dog Mix,Mix,Herding
A692228,Pit Bull Mix,Mix,Pit Bull
A683020,Pit Bull Mix,Mix,Pit Bull
A686436,Rottweiler,Working,Working
A696144,Chihuahua Shorthair/Cardigan Welsh Corgi,Herding,Toy
A676357,Chihuahua Shorthair Mix,Mix,Toy
A702342,German Shepherd Mix,Mix,Herding
A697940,Labrador Retriever Mix,Mix,Sporting
A697451,Miniature Schnauzer/Cairn Terrier,Terrier,Terrier
A683831,Blue Lacy Mix,Mix,Herding
A719934,Pit Bull Mix,Mix,Pit Bull
A717617,Pit Bull Mix,Mix,Pit Bull
A567214,Labrador Retriever Mix,Mix,Sporting
A683495,Chesa Bay Retr Mix,Unknown,Mix
A716061,Jack Russell Terrier Mix,Unknown,Mix
A666937,Pit Bull Mix,Mix,Pit Bull
A676644,Pit Bull Mix,Mix,Pit Bull
A661808,Australian Cattle Dog Mix,Mix,Herding
A686715,Pit Bull Mix,Mix,Pit Bull
A717397,Labrador Retriever Mix,Mix,Sporting
A694461,Chihuahua Shorthair Mix,Mix,Toy
A715825,Labrador Retriever/Pit Bull,Sporting,Pit Bull
A698842,German Shepherd Mix,Mix,Herding
A694841,Border Collie Mix,Mix,Herding
A706433,Labrador Retriever Mix,Mix,Sporting
A634836,Siberian Husky,Working,Working
A674916,Chihuahua Shorthair Mix,Mix,Toy
A668361,Chihuahua Shorthair Mix,Mix,Toy
A643153,German Shepherd Mix,Mix,Herding
A675500,Cocker Spaniel,Sporting,Sporting
A670443,Jack Russell Terrier Mix,Unknown,Mix
A697279,Pit Bull Mix,Mix,Pit Bull
A706053,Anatol Shepherd Mix,Mix,Herding
A678566,Pit Bull Mix,Mix,Pit Bull
A672765,Norwich Terrier/Cairn Terrier,Terrier,Terrier
A703654,Pit Bull Mix,Mix,Pit Bull
A668658,Pit Bull Mix,Mix,Pit Bull
A712183,Chihuahua Shorthair Mix,Mix,Toy
A688917,German Shepherd/Collie Rough,Herding,Herding
A684226,Dachshund Wirehair Mix,Mix,Hound
A693380,Dachshund Mix,Mix,Hound
A675624,Cardigan Welsh Corgi/German Shepherd,Herding,Herding
A688970,Boxer,Working,Working
A503371,Labrador Retriever,Sporting,Sporting
A674569,Lhasa Apso/Miniature Schnauzer,Non-Sporting,Terrier
A707088,Shih Tzu Mix,Mix,Toy
A698364,German Shorthair Pointer Mix,Unknown,Mix
A691256,Soft Coated Wheaten Terrier Mix,Unknown,Mix
A669366,Parson Russell Terrier Mix,Mix,Terrier
A684295,Labrador Retriever Mix,Mix,Sporting
A684299,Australian Shepherd Mix,Mix,Herding
A687667,Yorkshire Terrier/Dachshund Wirehair,Hound,Toy
A710672,Catahoula/Cardigan Welsh Corgi,Herding,Herding
A684882,Dachshund Mix,Mix,Hound
A674069,Cairn Terrier/Shih Tzu,Toy,Terrier
A699690,Pit Bull Mix,Mix,Pit Bull
A685630,Great Pyrenees Mix,Mix,Working
A696317,Pharaoh Hound Mix,Mix,Hound
A709243,Labrador Retriever/Border Collie,Sporting,Herding
A715829,Golden Retriever Mix,Mix,Sporting
A718437,Beagle Mix,Mix,Hound
A680360,Dalmatian/Labrador Retriever,Non-Sporting,Sporting
A668806,Rat Terrier Mix,Mix,Terrier
A664880,Beagle/Dachshund,Hound,Hound
A715827,Yorkshire Terrier Mix,Mix,Toy
A711548,Chihuahua Shorthair Mix,Mix,Toy
A695741,Pit Bull Mix,Mix,Pit Bull
A692229,Greyhound/Labrador Retriever,Sporting,Hound
A713809,Silky Terrier Mix,Mix,Toy
A705252,Chihuahua Shorthair Mix,Mix,Toy
A612925,Australian Shepherd Mix,Mix,Herding
A670937,Beagle/Jack Russell Terrier,Unknown,Hound
A680974,Australian Shepherd/Border Collie,Herding,Herding
A682514,Cocker Spaniel Mix,Mix,Sporting
A700684,Australian Cattle Dog Mix,Mix,Herding
